question_id,bias1,bias2,redundancy,unique1,unique2,synergy
tensor([537128000]),0.40781885602393547,0.5921811439760646,0.7347700490588183,0.23852917668599574,0.3463608379924725,0.0012282794120350715
tensor([359638001]),0.23732843459418954,0.7626715654058105,0.9152798616289877,0.08628508683999513,0.2772831766406743,0.19196035121245503
tensor([29224003]),0.5753039150192579,0.4246960849807421,0.7658374273889443,0.29964650130077286,0.22120255513358564,0.12759258130140538
tensor([144836002]),0.44789211413319785,0.5521078858668022,0.691954014414677,0.2808563837088765,0.34620619418985626,0.06727776880648073
tensor([147915002]),0.5921515305249289,0.4078484694750712,0.7351221212230774,0.346533612941289,0.23867742693239816,0.0005551820525580009
tensor([146541003]),0.3136018479215257,0.6863981520784744,0.5621891148804414,0.2519962485951614,0.551558482556231,0.17456197919468308
tensor([203865002]),0.49999319491276484,0.5000068050872352,0.6268680809318281,0.3465293624059525,0.34653879518449715,0.0009521046270435374
tensor([186873000]),0.27609573500887696,0.723904264991123,0.5013290059228561,0.15388259378590086,0.40346970932357407,0.21434702755729496
tensor([342770008]),0.2578432929134817,0.7421567070865183,0.7417201696309301,0.2517281772997538,0.7245554190481263,0.002189693241015034
tensor([564058002]),0.35194199264216364,0.6480580073578364,1.0388379313998284,0.2745240493634111,0.5055023615301958,0.0012116330671856357
tensor([130555000]),0.30931426149145214,0.690685738508548,0.8040443951391203,0.2040814287472534,0.4557052482821638,0.17790364001898373
tensor([459912002]),0.2498968946596871,0.7501031053403129,0.9491600884606026,0.1385206669561692,0.4157906106801875,0.19227116807267564
tensor([130619003]),0.49996906513412137,0.5000309348658786,0.8965143065936625,0.3295232834546741,0.3295640610118808,0.14014088310941686
tensor([579560000]),0.2896216720571056,0.7103783279428943,0.8446608744022992,0.19078383006818145,0.4679508174914943,0.05371757609567007
tensor([476715000]),0.2760109925916883,0.7239890074083118,0.2865911836893278,0.19793807363845267,0.519200297481674,0.2733047046566843
tensor([423215004]),0.39598942825757266,0.6040105717424273,0.8664929919214996,0.3027949195697208,0.4618591291559609,0.04508789848754979
tensor([158222001]),0.41646246293632205,0.583537537063678,0.6863974830366042,0.21978889262688422,0.30796309509665376,0.1547728899800771
tensor([85160001]),0.3214945136540418,0.6785054863459582,0.6179461270506155,0.19116391983323258,0.403446288784333,0.060472000921444335
tensor([222564001]),0.4472022582954134,0.5527977417045866,0.7168908520428618,0.33586509072932,0.41517112274940055,0.14151084691251836
tensor([54355001]),0.43257053947394447,0.5674294605260555,0.5010938141455457,0.3075576278280789,0.40344231267204006,0.2149672887350602
tensor([449798001]),0.500014244243654,0.49998575575634596,0.735008813548486,0.4117279983491821,0.41170454000176415,0.001139804360444252
tensor([445002003]),0.5000096324656457,0.49999036753435433,0.9080638086403916,0.23869931031246985,0.2386901134380221,0.17412792386899278
tensor([137811001]),0.31478818321262336,0.6852118167873766,0.7893400161969373,0.17367481863203252,0.37804480711619337,0.30067507024235773
tensor([21147000]),0.6331853396679938,0.36681466033200616,0.40976230945684544,0.47075339348335665,0.27271516776001137,0.19855312358943267
tensor([322211002]),0.49997576745970757,0.5000242325402925,0.711003597935699,0.5328512816398756,0.5329029335037963,0.04172534993299415
tensor([127702002]),0.35087047179870223,0.6491295282012978,0.6925227287972051,0.2809090339682052,0.5196970487498795,0.0010463267740181692
tensor([302531006]),0.36687646663295037,0.6331235333670496,0.8108503312510336,0.19098963088798476,0.3295933125774639,0.2780046377176184
tensor([401862002]),0.00019168498717572486,0.9998083150128243,0.6077544532827226,9.026774339286567e-05,0.47082685895946064,0.19836267948056263
tensor([70480003]),0.6404881411563027,0.35951185884369724,0.7103767327784016,0.5035530440085505,0.28264893484380266,0.050019974417758295
tensor([8583031]),0.5921229102395028,0.4078770897604972,0.7352038913838372,0.34651729531610254,0.23869447292293194,0.1737594786664367
tensor([173968002]),0.4999105379913636,0.5000894620086364,0.6689115747275804,0.4114261375610256,0.4115733919430581,0.002264034057644304
tensor([306186000]),0.4246469801624155,0.5753530198375845,0.5770506408481801,0.2701076748915353,0.36596814222183904,0.15579590277866462
tensor([372654005]),0.3518930672540629,0.648106932745937,0.561575450300428,0.2992741035215094,0.5511947785648682,0.12826149283971167
tensor([47226001]),0.5868753740011571,0.413124625998843,0.869672061706813,0.3599817799898012,0.2534053136541919,0.04164823767933812
tensor([451308002]),0.46743356472388503,0.532566435276115,0.8965848559876166,0.24321583967669258,0.27710588736993325,0.14020651502340287
tensor([139002]),0.4568816109906871,0.5431183890093129,0.5611171676984981,0.3463992577147498,0.4117824011259923,0.17487631175006846
tensor([213023000]),0.44790345359140554,0.5520965464085945,0.6262911038336472,0.2810942638548839,0.3464835357825101,0.06701943967828061
tensor([248847009]),0.361972095109068,0.638027904890932,0.8120488341676646,0.2796269762004148,0.4928827834708624,0.04146209858181238
tensor([218215000]),0.6460538546981371,0.3539461453018628,0.8427732350780883,0.23863584926388823,0.13073869672560773,0.10874056208173788
tensor([182424001]),0.47927948756646654,0.5207205124335336,0.48968370247461257,0.5506154016565826,0.5982245047878243,0.003211103268502047
tensor([432898015]),0.5000305140120401,0.49996948598795987,0.5330631102821304,0.2727774178023798,0.27274412570048656,0.0004075540925865262
tensor([110721001]),0.407797347332311,0.592202652667689,0.7350573260874689,0.23861211904295573,0.34651213594272595,0.1739935572161575
tensor([458903003]),0.49996003819422036,0.5000399618057797,0.49581243163952493,0.41168136957360335,0.41174718095722285,0.17493415611895702
tensor([289172012]),0.4650405028268587,0.5349594971731414,0.8660567067934375,0.40895542653581923,0.47044201099894806,0.20045600472710823
